,Close,High,Open,Low
0,0.11211059216410481,0.11186215216503287,0.11260160300509449,0.11216592793138784
1,0.11104879125117163,0.11080807223009792,0.1110523560952572,0.11079665683604903
2,0.11116535453991779,0.11051078006935776,0.11069812074674412,0.11077532631249523
3,0.110968403371896,0.11030195038986927,0.11076036664692678,0.11078362822216989
4,0.11032230575403644,0.10975094581862678,0.11089850348582407,0.11041511930641197
5,0.1100373863608063,0.11000369207690294,0.11075612861374384,0.11017211435161803
6,0.10971978710359696,0.10933615912583096,0.10983902563333585,0.10965961436814946
7,0.10970417407544338,0.10935527545209694,0.10987574497720265,0.10946192934399039
8,0.10943829206897804,0.1090678118958694,0.10941374154030255,0.10919355697147323
9,0.1093422148921774,0.10879778734542046,0.10935074106095756,0.10910233609942326
10,0.10895585582022721,0.10855714117406484,0.1092436688156821,0.1090364475519103
11,0.10876830945689425,0.10839372149938624,0.10897508933978212,0.10863410839482684
12,0.10858160365928349,0.10827973822335053,0.10875741961598533,0.10836282147651914
13,0.10843120279097801,0.10804134465225601,0.10852373622172269,0.10820523530475534
14,0.10824668109549211,0.10792176561395206,0.10833833193003574,0.10800631609251136
15,0.10806253209878591,0.10770145271833523,0.10814935845642144,0.10782933832632988
16,0.10792348694722936,0.1075824251739618,0.10811932969105392,0.10777936253170872
17,0.10778824127547912,0.10744878697068101,0.10792896032632722,0.10762226228305793
18,0.10763443491361838,0.1072959277705576,0.10776637869633383,0.10741193567644752
19,0.10745310946421488,0.1071086032137853,0.10761048182540114,0.10727549914898529
20,0.10729821518396604,0.1069549557947755,0.10741183788644308,0.10706643982685318
21,0.10708439421450777,0.10676624088528078,0.1072639211424803,0.10690770742128787
22,0.10690947587408885,0.10657914983737857,0.10705875463822373,0.10671965292310363
23,0.1067728127516313,0.10644584389426194,0.1069121487164236,0.10657623341719044
24,0.10661882457842706,0.10628579764948158,0.10674829413233448,0.10641660005116073
25,0.10645813831812055,0.10612539885114396,0.10660325266183199,0.10626726499236543
26,0.1063201670999,0.10598108574095805,0.10645301260994386,0.10612427473362249
27,0.10615035257823127,0.10582291496994158,0.10630254116352868,0.10596109939807144
